kd_kuliah,th_kur,nama_kuliah,sks,no_kelas,tahun,semester,no_ps_penyelenggara,nama_ps_penyelenggara,sifat
KU4070-2019,2019,Bahasa Perancis,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4071-2019,2019,Bahasa Jerman,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4071-2019,2019,Bahasa Jerman,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4072-2019,2019,Bahasa Jepang,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4072-2019,2019,Bahasa Jepang,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4074-2019,2019,Politik dan Tata Pemerintahan,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4075-2019,2019,Hukum Lingkungan,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,03,2020,2,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,04,2020,2,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,05,2020,2,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,06,2020,2,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,07,2020,2,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,08,2020,2,179,Mata Kuliah Umum (MKU),P
KU4079-2019,2019,Pendidikan Anti Korupsi,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4079-2019,2019,Pendidikan Anti Korupsi,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4079-2019,2019,Pendidikan Anti Korupsi,2,03,2020,2,179,Mata Kuliah Umum (MKU),P
KU4080-2019,2019,Kuliah Kerja Nyata Tematik,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4080-2019,2019,Kuliah Kerja Nyata Tematik,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4094-2019,2019,Pengembangan Keprofesian A,2,03,2020,2,179,Mata Kuliah Umum (MKU),P
KU4094-2019,2019,Pengembangan Keprofesian A,2,04,2020,2,179,Mata Kuliah Umum (MKU),P
KU4095-2019,2019,Kewirausahaan,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4095-2019,2019,Kewirausahaan,2,03,2020,2,179,Mata Kuliah Umum (MKU),P
KU4096-2019,2019,Pengembangan Keprofesian B,3,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4182-2019,2019,Komunikasi Pembangunan,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4182-2019,2019,Komunikasi Pembangunan,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4183-2019,2019,Sosiologi Industri,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4183-2019,2019,Sosiologi Industri,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4214-2019,2019,Jurnalisme Sains dan Teknologi,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4225-2019,2019,Filsafat Ilmu,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4273-2019,2019,Hukum Milik Perindustrian,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4273-2019,2019,Hukum Milik Perindustrian,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4273-2019,2019,Hukum Milik Perindustrian,2,03,2020,2,179,Mata Kuliah Umum (MKU),P
KU4281-2019,2019,Kontroversi Isu Sosial,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4281-2019,2019,Kontroversi Isu Sosial,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4291-2019,2019,Manajemen Potensi Diri,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4291-2019,2019,Manajemen Potensi Diri,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4291-2019,2019,Manajemen Potensi Diri,2,03,2020,2,179,Mata Kuliah Umum (MKU),P
KU4294-2019,2019,Motivasi Berprestasi,2,01,2020,2,179,Mata Kuliah Umum (MKU),P
KU4294-2019,2019,Motivasi Berprestasi,2,02,2020,2,179,Mata Kuliah Umum (MKU),P
KU4294-2019,2019,Motivasi Berprestasi,2,03,2020,2,179,Mata Kuliah Umum (MKU),P
MA1201-2019,2019,Matematika IIA,4,17,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,18,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,19,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,20,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,21,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,22,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,23,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,24,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,50,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,51,2020,2,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,52,2020,2,101,Matematika,W
MA2022-2019,2019,Struktur Bilangan Bulat,2,01,2020,2,101,Matematika,P
MA2231-2019,2019,Kalkulus Peubah Banyak,4,01,2020,2,101,Matematika,P
MA3023-2019,2019,Aljabar Linear Numerik,3,01,2020,2,101,Matematika,P
MA4072-2019,2019,Pembelajaran Mendalam,4,01,2020,2,101,Matematika,P
MB4044-2019,2019,Perencanaan Keuangan,3,01,2020,2,190,Manajemen,P
ME4022-2019,2019,Kebijakan Iklim,3,01,2020,2,128,Meteorologi,P
ME4044-2019,2019,Pengantar Energi Angin dan Matahari (Layanan),3,01,2020,2,128,Meteorologi,P
ME4045-2019,2019,Perubahan Iklim B (Layanan),3,02,2020,2,128,Meteorologi,P
MK3013-2019,2019,Pengembangan Produk Baru,3,01,2020,2,192,Kewirausahaan,P
MK3021-2019,2019,Komersialisasi Teknologi,3,03,2020,2,192,Kewirausahaan,P
OS3201-2019,2019,Oseanografi Lingkungan,2,02,2020,2,129,Oseanografi,P
SR3207-2019,2019,Seni Media Baru,3,01,2020,2,170,Seni Rupa,P
SR4201-2019,2019,Semiotika I,2,01,2020,2,170,Seni Rupa,P
TL2105-2019,2019,Kesehatan Lingkungan,3,01,2020,2,153,Teknik Lingkungan,P
TL2105-2019,2019,Kesehatan Lingkungan,3,02,2020,2,153,Teknik Lingkungan,P
TM4031-2019,2019,Intelegensia Artifisial Perminyakan,3,01,2020,2,122,Teknik Perminyakan,P
AE4020-2019,2019,"Komunikasi, Navigasi, dan Pengamatan Penerbangan",2,01,2020,3,136,Teknik Dirgantara,P
DP3011-2019,2019,Berpikir Desain,3,01,2020,3,175,Desain Produk,P
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,01,2020,3,132,Teknik Elektro,W
IF1210-2019,2019,Dasar Pemrograman,2,01,2020,3,135,Teknik Informatika,W
IF2111-2019,2019,Algoritma dan Struktur Data STI,3,01,2020,3,135,Teknik Informatika,W
IF2130-2019,2019,Organisasi dan Arsitektur Komputer,3,01,2020,3,135,Teknik Informatika,W
IF4061-2019,2019,Visualisasi Data dan Informasi,3,01,2020,3,135,Teknik Informatika,P
IF4090-2019,2019,Kerja Praktek,2,01,2020,3,135,Teknik Informatika,W
IF4091-2019,2019,Tugas Akhir 1 dan Seminar,2,01,2020,3,135,Teknik Informatika,W
IF4092-2019,2019,Tugas Akhir 2,4,01,2020,3,135,Teknik Informatika,W
II4090-2019,2019,Kerja Praktek,2,01,2020,3,182,Sistem dan Teknologi Informasi,W
II4091-2019,2019,Tugas Akhir 1 & Seminar,2,01,2020,3,182,Sistem dan Teknologi Informasi,W
II4092-2019,2019,Tugas Akhir 2,4,01,2020,3,182,Sistem dan Teknologi Informasi,W
KI1002-2019,2019,Kimia Dasar B,4,01,2020,3,105,Kimia,W
KU1202-2019,2019,Pengantar Rekayasa dan Desain,3,01,2020,3,169,Tahap Tahun Pertama FTMD,W
MA1101-2019,2019,Matematika IA,4,01,2020,3,101,Matematika,W
MA1101-2019,2019,Matematika IA,4,02,2020,3,101,Matematika,W
MA1201-2019,2019,Matematika IIA,4,03,2020,3,101,Matematika,W
AE4027-2019,2019,Sistem Avionika,3,01,2021,1,136,Teknik Dirgantara,P
AR2132-2019,2019,Sejarah dan Tradisi Arsitektur Indonesia,2,01,2021,1,152,Arsitektur,P
AS2005-2019,2019,Astronomi dan Lingkungan,2,02,2021,1,103,Astronomi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,10,2021,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,11,2021,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,12,2021,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,14,2021,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,15,2021,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,16,2021,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,18,2021,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,19,2021,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,21,2021,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,22,2021,1,106,Biologi,P
DI4004-2019,2019,Bisnis Desain Interior,2,01,2021,1,173,Desain Interior,P
DK3014-2019,2019,Psikologi Persepsi,3,01,2021,1,174,Desain Komunikasi Visual,P
DK3014-2019,2019,Psikologi Persepsi,3,03,2021,1,174,Desain Komunikasi Visual,P
DK3016-2019,2019,Psikologi Sosial,3,01,2021,1,174,Desain Komunikasi Visual,P
DK4109-2019,2019,Budaya Rupa,3,01,2021,1,174,Desain Komunikasi Visual,P
DK4117-2019,2019,Komik,3,01,2021,1,174,Desain Komunikasi Visual,P
DP3007-2019,2019,Morfologi Desain,2,01,2021,1,175,Desain Produk,P
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,01,2021,1,132,Teknik Elektro,W
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,02,2021,1,132,Teknik Elektro,W
EL4018-2019,2019,Etika Profesi & Rekayasa,2,01,2021,1,132,Teknik Elektro,P
EL4126-2019,2019,Robotika,3,01,2021,1,132,Teknik Elektro,P
FI1201-2019,2019,Fisika Dasar IIA,4,03,2021,1,102,Fisika,W
IF2110-2019,2019,Algoritma & Struktur Data,4,01,2021,1,135,Teknik Informatika,W
IF2110-2019,2019,Algoritma & Struktur Data,4,02,2021,1,135,Teknik Informatika,W
IF2110-2019,2019,Algoritma & Struktur Data,4,03,2021,1,135,Teknik Informatika,W
IF2111-2019,2019,Algoritma dan Struktur Data STI,3,01,2021,1,135,Teknik Informatika,W
IF2111-2019,2019,Algoritma dan Struktur Data STI,3,02,2021,1,135,Teknik Informatika,W
IF2120-2019,2019,Matematika Diskrit,3,01,2021,1,135,Teknik Informatika,W
IF2120-2019,2019,Matematika Diskrit,3,02,2021,1,135,Teknik Informatika,W
IF2120-2019,2019,Matematika Diskrit,3,03,2021,1,135,Teknik Informatika,W
IF2121-2019,2019,Logika Komputasional,2,01,2021,1,135,Teknik Informatika,W
IF2121-2019,2019,Logika Komputasional,2,02,2021,1,135,Teknik Informatika,W
IF2121-2019,2019,Logika Komputasional,2,03,2021,1,135,Teknik Informatika,W
IF2123-2019,2019,Aljabar Linier dan Geometri,3,01,2021,1,135,Teknik Informatika,W
IF2123-2019,2019,Aljabar Linier dan Geometri,3,02,2021,1,135,Teknik Informatika,W
IF2123-2019,2019,Aljabar Linier dan Geometri,3,03,2021,1,135,Teknik Informatika,W
IF2124-2019,2019,Teori Bahasa Formal dan Otomata,3,01,2021,1,135,Teknik Informatika,W
IF2124-2019,2019,Teori Bahasa Formal dan Otomata,3,02,2021,1,135,Teknik Informatika,W
IF2124-2019,2019,Teori Bahasa Formal dan Otomata,3,03,2021,1,135,Teknik Informatika,W
IF2130-2019,2019,Organisasi dan Arsitektur Komputer,3,01,2021,1,135,Teknik Informatika,W
IF2130-2019,2019,Organisasi dan Arsitektur Komputer,3,02,2021,1,135,Teknik Informatika,W
IF2130-2019,2019,Organisasi dan Arsitektur Komputer,3,03,2021,1,135,Teknik Informatika,W
IF2140-2019,2019,Pemodelan Basis Data,3,01,2021,1,135,Teknik Informatika,W
IF2140-2019,2019,Pemodelan Basis Data,3,02,2021,1,135,Teknik Informatika,W
IF3110-2019,2019,Pengembangan Aplikasi Berbasis Web,2,01,2021,1,135,Teknik Informatika,W
IF3110-2019,2019,Pengembangan Aplikasi Berbasis Web,2,02,2021,1,135,Teknik Informatika,W
IF3110-2019,2019,Pengembangan Aplikasi Berbasis Web,2,03,2021,1,135,Teknik Informatika,W
IF3110-2019,2019,Pengembangan Aplikasi Berbasis Web,2,04,2021,1,135,Teknik Informatika,W
IF3130-2019,2019,Jaringan Komputer,3,01,2021,1,135,Teknik Informatika,W
IF3130-2019,2019,Jaringan Komputer,3,02,2021,1,135,Teknik Informatika,W
IF3130-2019,2019,Jaringan Komputer,3,03,2021,1,135,Teknik Informatika,W
IF3130-2019,2019,Jaringan Komputer,3,04,2021,1,135,Teknik Informatika,W
IF3140-2019,2019,Manajemen Basis Data,2,01,2021,1,135,Teknik Informatika,W
IF3140-2019,2019,Manajemen Basis Data,2,02,2021,1,135,Teknik Informatika,W
IF3140-2019,2019,Manajemen Basis Data,2,03,2021,1,135,Teknik Informatika,W
IF3140-2019,2019,Manajemen Basis Data,2,04,2021,1,135,Teknik Informatika,W
IF3141-2019,2019,Sistem Informasi,3,01,2021,1,135,Teknik Informatika,W
IF3141-2019,2019,Sistem Informasi,3,02,2021,1,135,Teknik Informatika,W
IF3141-2019,2019,Sistem Informasi,3,03,2021,1,135,Teknik Informatika,W
IF3141-2019,2019,Sistem Informasi,3,04,2021,1,135,Teknik Informatika,W
IF3150-2019,2019,Manajemen Proyek Perangkat Lunak,2,01,2021,1,135,Teknik Informatika,W
IF3150-2019,2019,Manajemen Proyek Perangkat Lunak,2,02,2021,1,135,Teknik Informatika,W
IF3150-2019,2019,Manajemen Proyek Perangkat Lunak,2,03,2021,1,135,Teknik Informatika,W
IF3150-2019,2019,Manajemen Proyek Perangkat Lunak,2,04,2021,1,135,Teknik Informatika,W
IF3151-2019,2019,Interaksi Manusia Komputer,3,01,2021,1,135,Teknik Informatika,W
IF3151-2019,2019,Interaksi Manusia Komputer,3,02,2021,1,135,Teknik Informatika,W
IF3151-2019,2019,Interaksi Manusia Komputer,3,03,2021,1,135,Teknik Informatika,W
IF3151-2019,2019,Interaksi Manusia Komputer,3,04,2021,1,135,Teknik Informatika,W
IF3152-2019,2019,Rekayasa Perangkat Lunak STI,3,01,2021,1,135,Teknik Informatika,W
IF3152-2019,2019,Rekayasa Perangkat Lunak STI,3,02,2021,1,135,Teknik Informatika,W
IF3170-2019,2019,Inteligensi Buatan,3,01,2021,1,135,Teknik Informatika,W
IF3170-2019,2019,Inteligensi Buatan,3,02,2021,1,135,Teknik Informatika,W
IF3170-2019,2019,Inteligensi Buatan,3,03,2021,1,135,Teknik Informatika,W
IF3170-2019,2019,Inteligensi Buatan,3,04,2021,1,135,Teknik Informatika,W
IF4020-2019,2019,Kriptografi,3,01,2021,1,135,Teknik Informatika,P
IF4031-2019,2019,Pengembangan Aplikasi Terdistribusi,3,01,2021,1,135,Teknik Informatika,P
IF4040-2019,2019,Pemodelan Data Lanjut,3,01,2021,1,135,Teknik Informatika,P
IF4041-2019,2019,Ilmu Data dan Penggalian Data,3,01,2021,1,135,Teknik Informatika,P
IF4043-2019,2019,Sistem Informasi Lanjut,3,01,2021,1,135,Teknik Informatika,P
IF4052-2019,2019,Komputasi Layanan,3,01,2021,1,135,Teknik Informatika,P
IF4071-2019,2019,Pemrosesan Ucapan,2,01,2021,1,135,Teknik Informatika,P
IF4072-2019,2019,Pemrosesan Bahasa Alami,2,01,2021,1,135,Teknik Informatika,P
IF4074-2019,2019,Pembelajaran Mesin Lanjut,2,01,2021,1,135,Teknik Informatika,P
IF4090-2019,2019,Kerja Praktek,2,01,2021,1,135,Teknik Informatika,W
IF4091-2019,2019,Tugas Akhir 1 dan Seminar,2,01,2021,1,135,Teknik Informatika,W
IF4091-2019,2019,Tugas Akhir 1 dan Seminar,2,02,2021,1,135,Teknik Informatika,W
IF4092-2019,2019,Tugas Akhir 2,4,01,2021,1,135,Teknik Informatika,W
IF4150-2019,2019,Rekayasa Perangkat Lunak Spesifik Domain,2,01,2021,1,135,Teknik Informatika,P
IF5010-2013,2013,Sistem & Arsitektur Komputer A,2,01,2021,1,235,Informatika,P
IF5011-2013,2013,Sistem & Arsitektur Komputer B,2,01,2021,1,235,Informatika,P
IF5021-2013,2013,Algoritma & Pemrograman B,2,01,2021,1,235,Informatika,P
IF5031-2013,2013,Manajemen Informasi B,2,01,2021,1,235,Informatika,P
IF5131-2013,2013,Pemodelan Enterprise,2,01,2021,1,235,Informatika,P
IF5173-2013,2013,Teori Manajemen & Organisasi,2,01,2021,1,235,Informatika,P
IF6080-2013,2013,Pembelajaran Mesin Probabilistik,3,01,2021,1,235,Informatika,P
II2110-2019,2019,Matematika STI,3,01,2021,1,182,Sistem dan Teknologi Informasi,W
II2110-2019,2019,Matematika STI,3,02,2021,1,182,Sistem dan Teknologi Informasi,W
II2111-2019,2019,Probabilitas dan Statistik,3,01,2021,1,182,Sistem dan Teknologi Informasi,W
II2111-2019,2019,Probabilitas dan Statistik,3,02,2021,1,182,Sistem dan Teknologi Informasi,W
II2130-2019,2019,Sistem dan Arsitektur Komputer,3,01,2021,1,182,Sistem dan Teknologi Informasi,W
II2130-2019,2019,Sistem dan Arsitektur Komputer,3,02,2021,1,182,Sistem dan Teknologi Informasi,W
II3120-2019,2019,Layanan Sistem dan Teknologi Informasi,3,01,2021,1,182,Sistem dan Teknologi Informasi,W
II3120-2019,2019,Layanan Sistem dan Teknologi Informasi,3,02,2021,1,182,Sistem dan Teknologi Informasi,W
II3121-2019,2019,Analisis Kebutuhan Enterprise,3,01,2021,1,182,Sistem dan Teknologi Informasi,W
II3121-2019,2019,Analisis Kebutuhan Enterprise,3,02,2021,1,182,Sistem dan Teknologi Informasi,W
II3131-2019,2019,Interaksi Manusia Komputer,3,01,2021,1,182,Sistem dan Teknologi Informasi,W
II3131-2019,2019,Interaksi Manusia Komputer,3,02,2021,1,182,Sistem dan Teknologi Informasi,W
II3150-2019,2019,Sistem Multimedia,3,01,2021,1,182,Sistem dan Teknologi Informasi,W
II3150-2019,2019,Sistem Multimedia,3,02,2021,1,182,Sistem dan Teknologi Informasi,W
II3160-2019,2019,Teknologi Sistem Terintegrasi,3,01,2021,1,182,Sistem dan Teknologi Informasi,W
II3160-2019,2019,Teknologi Sistem Terintegrasi,3,02,2021,1,182,Sistem dan Teknologi Informasi,W
II4021-2019,2019,Sistem Pendukung Pengambilan Keputusan,2,01,2021,1,182,Sistem dan Teknologi Informasi,P
II4022-2019,2019,Audit Teknologi Informasi,2,01,2021,1,182,Sistem dan Teknologi Informasi,P
II4032-2019,2019,Analisis & Perancangan Kinerja Sistem,2,01,2021,1,182,Sistem dan Teknologi Informasi,P
II4033-2019,2019,Forensik Digital,2,01,2021,1,182,Sistem dan Teknologi Informasi,P
II4042-2019,2019,Kecerdasan Buatan untuk Bisnis,2,01,2021,1,182,Sistem dan Teknologi Informasi,P
II4071-2019,2019,Keprofesian STI,2,01,2021,1,182,Sistem dan Teknologi Informasi,P
II4090-2019,2019,Kerja Praktek,2,01,2021,1,182,Sistem dan Teknologi Informasi,W
II4091-2019,2019,Tugas Akhir 1 & Seminar,2,01,2021,1,182,Sistem dan Teknologi Informasi,W
II4092-2019,2019,Tugas Akhir 2,4,01,2021,1,182,Sistem dan Teknologi Informasi,W
II4370-2019,2019,Hukum & Etika Teknologi Informasi,2,01,2021,1,182,Sistem dan Teknologi Informasi,W
II4371-2019,2019,Kapita Selekta STI,2,01,2021,1,182,Sistem dan Teknologi Informasi,W
KI1002-2019,2019,Kimia Dasar B,4,04,2021,1,105,Kimia,W
KU2061-2019,2019,Agama dan Etika Islam,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,03,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,04,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,05,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,06,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,08,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,09,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,10,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,11,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,12,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,13,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,16,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,19,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,21,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,22,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,25,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,26,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,27,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,28,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,29,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,31,2021,1,179,Mata Kuliah Umum (MKU),P
KU2061-2019,2019,Agama dan Etika Islam,2,32,2021,1,179,Mata Kuliah Umum (MKU),P
KU2062-2019,2019,Agama dan Etika Protestan,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU2062-2019,2019,Agama dan Etika Protestan,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU2062-2019,2019,Agama dan Etika Protestan,2,03,2021,1,179,Mata Kuliah Umum (MKU),P
KU2064-2019,2019,Agama dan Etika Hindu,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU2065-2019,2019,Agama dan Etika Budha,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU2065-2019,2019,Agama dan Etika Budha,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,01,2021,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,02,2021,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,03,2021,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,04,2021,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,05,2021,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,06,2021,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,07,2021,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,08,2021,1,179,Mata Kuliah Umum (MKU),W
KU2071-2019,2019,Pancasila dan Kewarganegaraan,2,10,2021,1,179,Mata Kuliah Umum (MKU),W
KU4012-2019,2019,Komposisi,3,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4070-2019,2019,Bahasa Perancis,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4070-2019,2019,Bahasa Perancis,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4071-2019,2019,Bahasa Jerman,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4071-2019,2019,Bahasa Jerman,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4071-2019,2019,Bahasa Jerman,2,03,2021,1,179,Mata Kuliah Umum (MKU),P
KU4072-2019,2019,Bahasa Jepang,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4072-2019,2019,Bahasa Jepang,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4072-2019,2019,Bahasa Jepang,2,03,2021,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,03,2021,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,04,2021,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,05,2021,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,06,2021,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,07,2021,1,179,Mata Kuliah Umum (MKU),P
KU4078-2019,2019,Studium Generale,2,08,2021,1,179,Mata Kuliah Umum (MKU),P
KU4079-2019,2019,Pendidikan Anti Korupsi,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4079-2019,2019,Pendidikan Anti Korupsi,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4079-2019,2019,Pendidikan Anti Korupsi,2,03,2021,1,179,Mata Kuliah Umum (MKU),P
KU4093-2019,2019,Pendidikan Karakter,3,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4095-2019,2019,Kewirausahaan,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4095-2019,2019,Kewirausahaan,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4172-2019,2019,Hukum Perburuhan,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4172-2019,2019,Hukum Perburuhan,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4172-2019,2019,Hukum Perburuhan,2,03,2021,1,179,Mata Kuliah Umum (MKU),P
KU4182-2019,2019,Komunikasi Pembangunan,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4182-2019,2019,Komunikasi Pembangunan,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4183-2019,2019,Sosiologi Industri,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4183-2019,2019,Sosiologi Industri,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4183-2019,2019,Sosiologi Industri,2,03,2021,1,179,Mata Kuliah Umum (MKU),P
KU4184-2019,2019,Antropologi,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4190-2019,2019,Manajemen SDM,2,01,2021,1,179,Mata Kuliah Umum (MKU),P
KU4190-2019,2019,Manajemen SDM,2,02,2021,1,179,Mata Kuliah Umum (MKU),P
KU4190-2019,2019,Manajemen SDM,2,03,2021,1,179,Mata Kuliah Umum (MKU),P
